"","character","text"
"309","Godric Gryffindor","5341a5e90002f5f913cac5af_Reborn"
"310","Harry Potter","5341a5e90002f5f913cac5af_Reborn"
"311","Magische Wesen","5341a5e90002f5f913cac5af_Reborn"
"312","Salazar Slytherin","5341a5e90002f5f913cac5af_Reborn"
"313","James ""Krone"" Potter","534997a800037f5227cf0030_Season-Two"
"314","Lily Potter","534997a800037f5227cf0030_Season-Two"
"315","OC (Own Character)","534997a800037f5227cf0030_Season-Two"
"316","Peter ""Wurmschwanz"" Pettigrew","534997a800037f5227cf0030_Season-Two"
"317","Remus ""Moony"" Lupin","534997a800037f5227cf0030_Season-Two"
"318","Sirius ""Tatze"" Black","534997a800037f5227cf0030_Season-Two"
"319","James ""Krone"" Potter","53518132000349e82675668c_Toujours-Pur--Stets-unbefleckt"
"320","Lucius Malfoy","53518132000349e82675668c_Toujours-Pur--Stets-unbefleckt"
"321","OC (Own Character)","53518132000349e82675668c_Toujours-Pur--Stets-unbefleckt"
"322","Rabastan Lestrange","53518132000349e82675668c_Toujours-Pur--Stets-unbefleckt"
"323","Regulus Arcturus Black","53518132000349e82675668c_Toujours-Pur--Stets-unbefleckt"
"324","Sirius ""Tatze"" Black","53518132000349e82675668c_Toujours-Pur--Stets-unbefleckt"
"325","Draco Malfoy","536d3dce00026eb02710e39b_Bis-zum-bitteren-Ende"
"326","Fred Weasley","536d3dce00026eb02710e39b_Bis-zum-bitteren-Ende"
"327","Harry Potter","536d3dce00026eb02710e39b_Bis-zum-bitteren-Ende"
"328","Hermine Granger","536d3dce00026eb02710e39b_Bis-zum-bitteren-Ende"
"329","OC (Own Character)","536d3dce00026eb02710e39b_Bis-zum-bitteren-Ende"
"330","Ronald ""Ron"" Weasley","536d3dce00026eb02710e39b_Bis-zum-bitteren-Ende"
"331","Fred Weasley","5377b3710000b7042f7609d6_Auf-Umwegen-zur-Weasley"
"332","Katie Bell","5377b3710000b7042f7609d6_Auf-Umwegen-zur-Weasley"
"333","OC (Own Character)","5377b3710000b7042f7609d6_Auf-Umwegen-zur-Weasley"
"334","Oliver Wood","5377b3710000b7042f7609d6_Auf-Umwegen-zur-Weasley"
"335","Roger Davies","5377b3710000b7042f7609d6_Auf-Umwegen-zur-Weasley"
"336","Harry Potter","538f6ee00000b378365b7aff_Consequences-of-Meddling-With-Time"
"337","Hermine Granger","538f6ee00000b378365b7aff_Consequences-of-Meddling-With-Time"
"338","OC (Own Character)","538f6ee00000b378365b7aff_Consequences-of-Meddling-With-Time"
"339","Ronald ""Ron"" Weasley","538f6ee00000b378365b7aff_Consequences-of-Meddling-With-Time"
"340","Severus Snape","538f6ee00000b378365b7aff_Consequences-of-Meddling-With-Time"
"341","Fred Weasley","53a6c0c60002a99d2c358d72_Girl-with-a-thousand-faces"
"342","OC (Own Character)","53a6c0c60002a99d2c358d72_Girl-with-a-thousand-faces"
"343",NA,"53a845ab0002284223760cb8_Dreaming-out-loud"
"344","Draco Malfoy","53b06f8600015e622c232034_Immer-wenn-du-schlaefst"
"345","Harry Potter","53b06f8600015e622c232034_Immer-wenn-du-schlaefst"
"346","Hermine Granger","53b06f8600015e622c232034_Immer-wenn-du-schlaefst"
"347","Lily Potter","53b06f8600015e622c232034_Immer-wenn-du-schlaefst"
"348","Ronald ""Ron"" Weasley","53b06f8600015e622c232034_Immer-wenn-du-schlaefst"
"349","Severus Snape","53b06f8600015e622c232034_Immer-wenn-du-schlaefst"
"350","Draco Malfoy","53e3b5940000872f18ed2d90_Being-Mrs-Malfoy"
"351","Hermine Granger","53e3b5940000872f18ed2d90_Being-Mrs-Malfoy"
"352","Lucius Malfoy","53e3b5940000872f18ed2d90_Being-Mrs-Malfoy"
"353","Narzissa Malfoy","53e3b5940000872f18ed2d90_Being-Mrs-Malfoy"
"354","Cedric Diggory","53e3c42700040e4536f9dbc4_Sometimes-Love-needs-a-second-Chance"
"355","Fred Weasley","53e3c42700040e4536f9dbc4_Sometimes-Love-needs-a-second-Chance"
"356","George Weasley","53e3c42700040e4536f9dbc4_Sometimes-Love-needs-a-second-Chance"
"357","Hermine Granger","53e3c42700040e4536f9dbc4_Sometimes-Love-needs-a-second-Chance"
"358","OC (Own Character)","53e3c42700040e4536f9dbc4_Sometimes-Love-needs-a-second-Chance"
"359","Oliver Wood","53e3c42700040e4536f9dbc4_Sometimes-Love-needs-a-second-Chance"
"360","Hermine Granger","53f4813e0003188e2dd988fd_Der-Fehler-des-spechenden-Huts"
"361","James ""Krone"" Potter","5404a37b000239d11f03f465_James-Potters-Gestaendnis"
"362","Lily Potter","5404a37b000239d11f03f465_James-Potters-Gestaendnis"
"363","Hermine Granger","540b74b50002612c27954322_Hermines-groesstes-Geheimnis"
"364","Salazar Slytherin","540b74b50002612c27954322_Hermines-groesstes-Geheimnis"
"365","Arthur Weasley","54567733000017c12cba3e29_Bulgaria-learns-how-to-win-it"
"366","Charlie Weasley","54567733000017c12cba3e29_Bulgaria-learns-how-to-win-it"
"367","Harry Potter","54567733000017c12cba3e29_Bulgaria-learns-how-to-win-it"
"368","Hermine Granger","54567733000017c12cba3e29_Bulgaria-learns-how-to-win-it"
"369","Ronald ""Ron"" Weasley","54567733000017c12cba3e29_Bulgaria-learns-how-to-win-it"
"370","Viktor Krum","54567733000017c12cba3e29_Bulgaria-learns-how-to-win-it"
"371","Albus Dumbledore","5476297a00036702d5a9214_Wir-sind-die-Erben"
"372","Draco Malfoy","5476297a00036702d5a9214_Wir-sind-die-Erben"
"373","Harry Potter","5476297a00036702d5a9214_Wir-sind-die-Erben"
"374","Lord Voldemort / Tom Vorlost Riddle","5476297a00036702d5a9214_Wir-sind-die-Erben"
"375","Lucius Malfoy","5476297a00036702d5a9214_Wir-sind-die-Erben"
"376","Severus Snape","5476297a00036702d5a9214_Wir-sind-die-Erben"
"377","Astoria Greengrass","549972c10000358c29c28f75_Running-on-Air-Wie-auf-Wolken-Ubersetzung"
"378","Draco Malfoy","549972c10000358c29c28f75_Running-on-Air-Wie-auf-Wolken-Ubersetzung"
"379","Harry Potter","549972c10000358c29c28f75_Running-on-Air-Wie-auf-Wolken-Ubersetzung"
"380","Hermine Granger","549972c10000358c29c28f75_Running-on-Air-Wie-auf-Wolken-Ubersetzung"
"381","Narzissa Malfoy","549972c10000358c29c28f75_Running-on-Air-Wie-auf-Wolken-Ubersetzung"
"382","Ronald ""Ron"" Weasley","549972c10000358c29c28f75_Running-on-Air-Wie-auf-Wolken-Ubersetzung"
"383","James ""Krone"" Potter","54a6ec28000189b0217fd337_James-Potter"
"384","Lily Potter","54a6ec28000189b0217fd337_James-Potter"
"385","Peter ""Wurmschwanz"" Pettigrew","54a6ec28000189b0217fd337_James-Potter"
"386","Remus ""Moony"" Lupin","54a6ec28000189b0217fd337_James-Potter"
"387","Sirius ""Tatze"" Black","54a6ec28000189b0217fd337_James-Potter"
"388","Albus Dumbledore","54bd19b50002336536369666_Yara--Ein-Licht-in-der-Dunkelheit"
"389","Blaise Zabini","54bd19b50002336536369666_Yara--Ein-Licht-in-der-Dunkelheit"
"390","Harry Potter","54bd19b50002336536369666_Yara--Ein-Licht-in-der-Dunkelheit"
"391","Lord Voldemort / Tom Vorlost Riddle","54bd19b50002336536369666_Yara--Ein-Licht-in-der-Dunkelheit"
"392","OC (Own Character)","54bd19b50002336536369666_Yara--Ein-Licht-in-der-Dunkelheit"
"393","Severus Snape","54bd19b50002336536369666_Yara--Ein-Licht-in-der-Dunkelheit"
"394","Ginevra Molly ""Ginny"" Weasley","54c384ef00031be12a55ab7e_Ron-und-Hermines-Tochter"
"395","Harry Potter","54c384ef00031be12a55ab7e_Ron-und-Hermines-Tochter"
"396","Hermine Granger","54c384ef00031be12a55ab7e_Ron-und-Hermines-Tochter"
"397","James Sirius Potter","54c384ef00031be12a55ab7e_Ron-und-Hermines-Tochter"
"398","Ronald ""Ron"" Weasley","54c384ef00031be12a55ab7e_Ron-und-Hermines-Tochter"
"399","Rose Weasley","54c384ef00031be12a55ab7e_Ron-und-Hermines-Tochter"
"400","Ginevra Molly ""Ginny"" Weasley","54ce4e9c00048a203239e368_En-Temps-Opportun"
"401","Harry Potter","54ce4e9c00048a203239e368_En-Temps-Opportun"
"402","Hermine Granger","54ce4e9c00048a203239e368_En-Temps-Opportun"
"403","Ronald ""Ron"" Weasley","54ce4e9c00048a203239e368_En-Temps-Opportun"
"404","Blaise Zabini","54ceadb700035b541c792888_Turncoat"
"405","Draco Malfoy","54ceadb700035b541c792888_Turncoat"
"406","Ginevra Molly ""Ginny"" Weasley","54ceadb700035b541c792888_Turncoat"
"407","Harry Potter","54ceadb700035b541c792888_Turncoat"
"408","Hermine Granger","54ceadb700035b541c792888_Turncoat"
"409","Ronald ""Ron"" Weasley","54ceadb700035b541c792888_Turncoat"
"410","Harry Potter","54d4e41a000129a62a056033_Mandala"
"411","Severus Snape","54d4e41a000129a62a056033_Mandala"
"412",NA,"54e44d36000330a335307b6c_The-Rise-of-the-Drackens"
"413","Alastor ""Mad Eye"" Moody","54f23a2700041cce1074701b_Der-Wiederstand-formiert-sich"
"414","Albus Dumbledore","54f23a2700041cce1074701b_Der-Wiederstand-formiert-sich"
"415","Lord Voldemort / Tom Vorlost Riddle","54f23a2700041cce1074701b_Der-Wiederstand-formiert-sich"
"416","Minerva McGonagall","54f23a2700041cce1074701b_Der-Wiederstand-formiert-sich"
"417","Remus ""Moony"" Lupin","54f23a2700041cce1074701b_Der-Wiederstand-formiert-sich"
"418","Severus Snape","54f23a2700041cce1074701b_Der-Wiederstand-formiert-sich"
"419","Bellatrix Lestrange","5502de2f000334b637a0ac56_Longbottom-oder-Lestrange"
"420","Draco Malfoy","5502de2f000334b637a0ac56_Longbottom-oder-Lestrange"
"421","Lord Voldemort / Tom Vorlost Riddle","5502de2f000334b637a0ac56_Longbottom-oder-Lestrange"
"422","Neville Longbottom","5502de2f000334b637a0ac56_Longbottom-oder-Lestrange"
"423","OC (Own Character)","5502de2f000334b637a0ac56_Longbottom-oder-Lestrange"
"424",NA,"5512c3c200006ac43983ede0_Reue"
"425","Frank Longbottom","5528287300048bac1e3ecf49_In-Liebe-dein-Vollidiot"
"426","James ""Krone"" Potter","5528287300048bac1e3ecf49_In-Liebe-dein-Vollidiot"
"427","Lily Potter","5528287300048bac1e3ecf49_In-Liebe-dein-Vollidiot"
"428","Peter ""Wurmschwanz"" Pettigrew","5528287300048bac1e3ecf49_In-Liebe-dein-Vollidiot"
"429","Remus ""Moony"" Lupin","5528287300048bac1e3ecf49_In-Liebe-dein-Vollidiot"
"430","Sirius ""Tatze"" Black","5528287300048bac1e3ecf49_In-Liebe-dein-Vollidiot"
"431","Harry Potter","554651ad000322433b701ab6_Nur-eine-Erinnerung"
"432","Lord Voldemort / Tom Vorlost Riddle","554651ad000322433b701ab6_Nur-eine-Erinnerung"
"433","James ""Krone"" Potter","5554bc4f000048752930c993_Crossroads"
"434","Lily Potter","5554bc4f000048752930c993_Crossroads"
"435","Peter ""Wurmschwanz"" Pettigrew","5554bc4f000048752930c993_Crossroads"
"436","Remus ""Moony"" Lupin","5554bc4f000048752930c993_Crossroads"
"437","Severus Snape","5554bc4f000048752930c993_Crossroads"
"438","Sirius ""Tatze"" Black","5554bc4f000048752930c993_Crossroads"
"439","Hermine Granger","5559f52c0004d54732d39126_Liebe-alles-andere-als-einfach-und-doch"
"440","Severus Snape","5559f52c0004d54732d39126_Liebe-alles-andere-als-einfach-und-doch"
"441","Dudley Dursley","555e3502000408b12ff83115_So-well-known-and-yet-so-unknown"
"442","Hugo Weasley","555e3502000408b12ff83115_So-well-known-and-yet-so-unknown"
"443","Lily Luna Potter","555e3502000408b12ff83115_So-well-known-and-yet-so-unknown"
"444","Lucy Weasley","555e3502000408b12ff83115_So-well-known-and-yet-so-unknown"
"445","Harry Potter","555e562300028f611ca46942_Schicksalswende"
"446","Remus ""Moony"" Lupin","555e562300028f611ca46942_Schicksalswende"
"447","Sirius ""Tatze"" Black","555e562300028f611ca46942_Schicksalswende"
"448","Draco Malfoy","55610c610004dede273a3811_Harry-Potter-und-die-Methoden-der-Rationalitaet"
"449","Harry Potter","55610c610004dede273a3811_Harry-Potter-und-die-Methoden-der-Rationalitaet"
"450","Hermine Granger","55610c610004dede273a3811_Harry-Potter-und-die-Methoden-der-Rationalitaet"
"451","Lord Voldemort / Tom Vorlost Riddle","55610c610004dede273a3811_Harry-Potter-und-die-Methoden-der-Rationalitaet"
"452","Quirinus Quirrell","55610c610004dede273a3811_Harry-Potter-und-die-Methoden-der-Rationalitaet"
"453","James ""Krone"" Potter","5579dac7000406cf1a2d22e4_You-Are-Worth-A-Second-Look"
"454","Lily Potter","5579dac7000406cf1a2d22e4_You-Are-Worth-A-Second-Look"
"455","Marlene McKinnon","5579dac7000406cf1a2d22e4_You-Are-Worth-A-Second-Look"
"456","OC (Own Character)","5579dac7000406cf1a2d22e4_You-Are-Worth-A-Second-Look"
"457","Remus ""Moony"" Lupin","5579dac7000406cf1a2d22e4_You-Are-Worth-A-Second-Look"
"458","Sirius ""Tatze"" Black","5579dac7000406cf1a2d22e4_You-Are-Worth-A-Second-Look"
"459","Ernie Macmillan","558ed6fd0004baa52d17ea4d_Cantate-bello-milites-quod-morte-tacebitis"
"460","Justin Finch-Fletchey","558ed6fd0004baa52d17ea4d_Cantate-bello-milites-quod-morte-tacebitis"
"461","Roger Davies","558ed6fd0004baa52d17ea4d_Cantate-bello-milites-quod-morte-tacebitis"
"462","OC (Own Character)","559a63730001b19ada2833e_Oneshots-zu-unserer-Welt"
"463","Draco Malfoy","55a4e9ca0000b378315be3ac_The-Wayward-Familiar"
"464","Harry Potter","55a4e9ca0000b378315be3ac_The-Wayward-Familiar"
"465","Hermine Granger","55a4e9ca0000b378315be3ac_The-Wayward-Familiar"
"466","OC (Own Character)","55a4e9ca0000b378315be3ac_The-Wayward-Familiar"
"467","Pansy Parkinson","55a4e9ca0000b378315be3ac_The-Wayward-Familiar"
"468","Ronald ""Ron"" Weasley","55a4e9ca0000b378315be3ac_The-Wayward-Familiar"
"469","Harry Potter","55ab5e6d000330a314ef9e57_Des-Sehers-Bestimmung"
"470","Lucius Malfoy","55ab5e6d000330a314ef9e57_Des-Sehers-Bestimmung"
"471","Draco Malfoy","55ba5b420002a218190eac28_White-silk-and-red-roses"
"472","Harry Potter","55ba5b420002a218190eac28_White-silk-and-red-roses"
"473","Hermine Granger","55ba5b420002a218190eac28_White-silk-and-red-roses"
"474","Mary Riddle","55ba5b420002a218190eac28_White-silk-and-red-roses"
"475","Ronald ""Ron"" Weasley","55ba5b420002a218190eac28_White-silk-and-red-roses"
"476","Draco Malfoy","55d6b97500051bbb2bd7c1d6_Zwangsheirat--Irgendwann-sind-wir-vereint"
"477","OC (Own Character)","55d6b97500051bbb2bd7c1d6_Zwangsheirat--Irgendwann-sind-wir-vereint"
"478","Blaise Zabini","55d9e85d0003685fea20785_Zwangsheirat"
"479","Draco Malfoy","55d9e85d0003685fea20785_Zwangsheirat"
"480","Fred Weasley","55d9e85d0003685fea20785_Zwangsheirat"
"481","Ginevra Molly ""Ginny"" Weasley","55d9e85d0003685fea20785_Zwangsheirat"
"482","Narzissa Malfoy","55d9e85d0003685fea20785_Zwangsheirat"
"483","OC (Own Character)","55d9e85d0003685fea20785_Zwangsheirat"
"484","Charlie Weasley","55da1c910003f5e486e146f_Quotes"
"485","Draco Malfoy","55da1c910003f5e486e146f_Quotes"
"486","Harry Potter","55da1c910003f5e486e146f_Quotes"
"487","Hermine Granger","55da1c910003f5e486e146f_Quotes"
"488","Lucius Malfoy","55da1c910003f5e486e146f_Quotes"
"489","Albus Dumbledore","55dcde4f0001af942bb0354e_Kindergarten-in-Hogwarts--Abenteuer-von-Harry"
"490","Draco Malfoy","55dcde4f0001af942bb0354e_Kindergarten-in-Hogwarts--Abenteuer-von-Harry"
"491","Harry Potter","55dcde4f0001af942bb0354e_Kindergarten-in-Hogwarts--Abenteuer-von-Harry"
"492","Lucius Malfoy","55dcde4f0001af942bb0354e_Kindergarten-in-Hogwarts--Abenteuer-von-Harry"
"493","Narzissa Malfoy","55dcde4f0001af942bb0354e_Kindergarten-in-Hogwarts--Abenteuer-von-Harry"
"494","Severus Snape","55dcde4f0001af942bb0354e_Kindergarten-in-Hogwarts--Abenteuer-von-Harry"
"495","Draco Malfoy","55dda0c100036eb42c84e093_Marilyn-Malfoy"
"496","Fred Weasley","55dda0c100036eb42c84e093_Marilyn-Malfoy"
"497","George Weasley","55dda0c100036eb42c84e093_Marilyn-Malfoy"
"498","Ginevra Molly ""Ginny"" Weasley","55dda0c100036eb42c84e093_Marilyn-Malfoy"
"499","Harry Potter","55dda0c100036eb42c84e093_Marilyn-Malfoy"
"500","Hermine Granger","55dda0c100036eb42c84e093_Marilyn-Malfoy"
"501","Albus Severus Potter","55df4f9f0004e0dd22883c2e_Blue-and-Green"
"502","Draco Malfoy","55df4f9f0004e0dd22883c2e_Blue-and-Green"
"503","OC (Own Character)","55df4f9f0004e0dd22883c2e_Blue-and-Green"
"504","Scorpius Malfoy","55df4f9f0004e0dd22883c2e_Blue-and-Green"
"505","Harry Potter","55e0c2f100020f0127f92a68_Unsichtbar"
"506","Luna Lovegood","55e0c2f100020f0127f92a68_Unsichtbar"
"507","Severus Snape","55e0c2f100020f0127f92a68_Unsichtbar"
"508",NA,"55e35ae5000400d71969f8c6_Geschichten-aus-der-Leere-Band-2-"
"509","Albus Dumbledore","55e4d00800046faf31b948b7_HJP"
"510","Draco Malfoy","55e4d00800046faf31b948b7_HJP"
"511","Harry Potter","55e4d00800046faf31b948b7_HJP"
"512","Hermine Granger","55e4d00800046faf31b948b7_HJP"
"513","Ronald ""Ron"" Weasley","55e4d00800046faf31b948b7_HJP"
"514","Rubeus Hagrid","55e4d00800046faf31b948b7_HJP"
"515","James ""Krone"" Potter","55e6d98e0000a2481f0cf2bd_Five-Minutes"
"516","Lily Potter","55e6d98e0000a2481f0cf2bd_Five-Minutes"
"517","Peter ""Wurmschwanz"" Pettigrew","55e6d98e0000a2481f0cf2bd_Five-Minutes"
"518","Remus ""Moony"" Lupin","55e6d98e0000a2481f0cf2bd_Five-Minutes"
"519","Severus Snape","55e6d98e0000a2481f0cf2bd_Five-Minutes"
"520","Sirius ""Tatze"" Black","55e6d98e0000a2481f0cf2bd_Five-Minutes"
"521","Ginevra Molly ""Ginny"" Weasley","55e715620002b248ffba469_Fantastische-Wahrheiten"
"522","Harry Potter","55e715620002b248ffba469_Fantastische-Wahrheiten"
"523","Hermine Granger","55e715620002b248ffba469_Fantastische-Wahrheiten"
"524","Ronald ""Ron"" Weasley","55e715620002b248ffba469_Fantastische-Wahrheiten"
"525","Draco Malfoy","55fc72fd00021c5911d3c986_Das-Monster-in-mir"
"526","Gabrielle Delacour","55fc72fd00021c5911d3c986_Das-Monster-in-mir"
"527","Harry Potter","55fc72fd00021c5911d3c986_Das-Monster-in-mir"
"528","Hermine Granger","55fc72fd00021c5911d3c986_Das-Monster-in-mir"
"529","OC (Own Character)","55fc72fd00021c5911d3c986_Das-Monster-in-mir"
"530","Ronald ""Ron"" Weasley","55fc72fd00021c5911d3c986_Das-Monster-in-mir"
"531","Harry Potter","560baf670003af7a1673d902_Kukulkan"
"532","Remus ""Moony"" Lupin","560baf670003af7a1673d902_Kukulkan"
"533","Sirius ""Tatze"" Black","560baf670003af7a1673d902_Kukulkan"
"534","Frank Longbottom","560e8a9300050a662c55b3e0_Marauder-Tales-I"
"535","James ""Krone"" Potter","560e8a9300050a662c55b3e0_Marauder-Tales-I"
"536","Lily Potter","560e8a9300050a662c55b3e0_Marauder-Tales-I"
"537","Remus ""Moony"" Lupin","560e8a9300050a662c55b3e0_Marauder-Tales-I"
"538","Severus Snape","560e8a9300050a662c55b3e0_Marauder-Tales-I"
"539","Sirius ""Tatze"" Black","560e8a9300050a662c55b3e0_Marauder-Tales-I"
"540",NA,"560fd021000129a61cb1be8b_Wenn-eine-Sternschnuppe-Schicksal-spielt"
"541","Nymphadora Tonks","561ab7630000318c25aa34d8_Talking-to-the-moon"
"542","Remus ""Moony"" Lupin","561ab7630000318c25aa34d8_Talking-to-the-moon"
"543","OC (Own Character)","5625208100053eef1fa78ded_Black-Butterfly--a-Harry-Potter-Story"
"544","Sirius ""Tatze"" Black","5625208100053eef1fa78ded_Black-Butterfly--a-Harry-Potter-Story"
"545","Blaise Zabini","562a95a30003699b2d924b6e_Verleugnete-Wahrheit"
"546","Draco Malfoy","562a95a30003699b2d924b6e_Verleugnete-Wahrheit"
"547","Harry Potter","562a95a30003699b2d924b6e_Verleugnete-Wahrheit"
"548","Hermine Granger","562a95a30003699b2d924b6e_Verleugnete-Wahrheit"
"549","Ronald ""Ron"" Weasley","562a95a30003699b2d924b6e_Verleugnete-Wahrheit"
"550","Theodore Nott","562a95a30003699b2d924b6e_Verleugnete-Wahrheit"
"551","Draco Malfoy","56328ac4000351b91d602891_Howling-for-freedom"
"552","Harry Potter","56328ac4000351b91d602891_Howling-for-freedom"
"553","Lucius Malfoy","56328ac4000351b91d602891_Howling-for-freedom"
"554","Severus Snape","56328ac4000351b91d602891_Howling-for-freedom"
"555","Bellatrix Lestrange","5642584d000449112509e933_Was-dein-Herz-dir-vorschreibt-oder-auch"
"556","Gideon Prewett","5642584d000449112509e933_Was-dein-Herz-dir-vorschreibt-oder-auch"
"557","Lucius Malfoy","5642584d000449112509e933_Was-dein-Herz-dir-vorschreibt-oder-auch"
"558","Narzissa Malfoy","5642584d000449112509e933_Was-dein-Herz-dir-vorschreibt-oder-auch"
"559","Ted Tonks","5642584d000449112509e933_Was-dein-Herz-dir-vorschreibt-oder-auch"
"560","Albus Dumbledore","564c22f8000330a32ce41d29_Oh-My-God-Theres-Two-of-Them"
"561","Harry Potter","564c22f8000330a32ce41d29_Oh-My-God-Theres-Two-of-Them"
"562","Severus Snape","564c22f8000330a32ce41d29_Oh-My-God-Theres-Two-of-Them"
"563","Draco Malfoy","565218d9000177bd1aeeb144_Und-ploetzlich-ist-alles-ganz-anders-Partner"
"564","Harry Potter","565218d9000177bd1aeeb144_Und-ploetzlich-ist-alles-ganz-anders-Partner"
"565","Hermine Granger","565218d9000177bd1aeeb144_Und-ploetzlich-ist-alles-ganz-anders-Partner"
"566","OC (Own Character)","565218d9000177bd1aeeb144_Und-ploetzlich-ist-alles-ganz-anders-Partner"
"567","Ronald ""Ron"" Weasley","565218d9000177bd1aeeb144_Und-ploetzlich-ist-alles-ganz-anders-Partner"
"568","Draco Malfoy","566312210000743a18dcec7b_Devils-Playground"
"569","Hermine Granger","566312210000743a18dcec7b_Devils-Playground"
"570","Draco Malfoy","5667f057000067e3157e084d_-quot-26-Autoren-26-Geschichten-26"
"571","Harry Potter","5667f057000067e3157e084d_-quot-26-Autoren-26-Geschichten-26"
"572","Draco Malfoy","56730272000557a318dc0fc7_Der-Junge-der-im-Kaefig-sass"
"573","Harry Potter","56730272000557a318dc0fc7_Der-Junge-der-im-Kaefig-sass"
"574","Lord Voldemort / Tom Vorlost Riddle","56730272000557a318dc0fc7_Der-Junge-der-im-Kaefig-sass"
"575","Lucius Malfoy","56730272000557a318dc0fc7_Der-Junge-der-im-Kaefig-sass"
"576","Remus ""Moony"" Lupin","56730272000557a318dc0fc7_Der-Junge-der-im-Kaefig-sass"
"577","Severus Snape","56730272000557a318dc0fc7_Der-Junge-der-im-Kaefig-sass"
"578","Albus Dumbledore","567965f90000b7cb39461fcc_Das-Weihnachtsgeschenk-oder-wie-der-Minister-Weihnachten"
"579","Minerva McGonagall","567965f90000b7cb39461fcc_Das-Weihnachtsgeschenk-oder-wie-der-Minister-Weihnachten"
"580",NA,"567be2790003c96332041d65_Die-Zauberhafte-OneShotkiste"
"581","Albus Dumbledore","567fe83200050ad81f1cd8c1_Graue-Wahrheit"
"582","Harry Potter","567fe83200050ad81f1cd8c1_Graue-Wahrheit"
