"","character","text"
"5511","Hermine Granger","5e80ed55000b6d96353ad105_Drachenzaehmen-leicht-gemacht"
"5512","Lavender Brown","5e80ed55000b6d96353ad105_Drachenzaehmen-leicht-gemacht"
"5513","Ronald ""Ron"" Weasley","5e80ed55000b6d96353ad105_Drachenzaehmen-leicht-gemacht"
"5514","Draco Malfoy","5e80f7710004ed9bb25ddc7_Unknown-Potter-I--Secrets-of-the"
"5515","Harry Potter","5e80f7710004ed9bb25ddc7_Unknown-Potter-I--Secrets-of-the"
"5516","Hermine Granger","5e80f7710004ed9bb25ddc7_Unknown-Potter-I--Secrets-of-the"
"5517","Lord Voldemort / Tom Vorlost Riddle","5e80f7710004ed9bb25ddc7_Unknown-Potter-I--Secrets-of-the"
"5518","OC (Own Character)","5e80f7710004ed9bb25ddc7_Unknown-Potter-I--Secrets-of-the"
"5519","Severus Snape","5e80f7710004ed9bb25ddc7_Unknown-Potter-I--Secrets-of-the"
"5520","James ""Krone"" Potter","5e810840000b1e3322057a23_JilyAm-Ufer-des-schwarzen-Sees"
"5521","Lily Potter","5e810840000b1e3322057a23_JilyAm-Ufer-des-schwarzen-Sees"
"5522","Hermine Granger","5e8112d7000ad4141e2fc288_Ohne-Liebe-sind-wir-nichts"
"5523","Lord Voldemort / Tom Vorlost Riddle","5e8112d7000ad4141e2fc288_Ohne-Liebe-sind-wir-nichts"
"5524","James ""Krone"" Potter","5e81557300054bd12ae9b9a7_Rise-like-a-Phoenix-from-Ashes"
"5525","OC (Own Character)","5e81557300054bd12ae9b9a7_Rise-like-a-Phoenix-from-Ashes"
"5526","Peter ""Wurmschwanz"" Pettigrew","5e81557300054bd12ae9b9a7_Rise-like-a-Phoenix-from-Ashes"
"5527","Remus ""Moony"" Lupin","5e81557300054bd12ae9b9a7_Rise-like-a-Phoenix-from-Ashes"
"5528","Severus Snape","5e81557300054bd12ae9b9a7_Rise-like-a-Phoenix-from-Ashes"
"5529","Sirius ""Tatze"" Black","5e81557300054bd12ae9b9a7_Rise-like-a-Phoenix-from-Ashes"
"5530","Lee Jordan","5e81f6b90005aac51863d86a_Phobia"
"5531","Luna Lovegood","5e81f6b90005aac51863d86a_Phobia"
"5532","Oliver Wood","5e81f6b90005aac51863d86a_Phobia"
"5533","Draco Malfoy","5e81f8430009293b391f3df0_Leiser-seit-ich-bei-dir-bin"
"5534","Hermine Granger","5e81f8430009293b391f3df0_Leiser-seit-ich-bei-dir-bin"
"5535","Draco Malfoy","5e8207ac0005acc11b92c041_Maennergrippe"
"5536","Hermine Granger","5e8207ac0005acc11b92c041_Maennergrippe"
"5537","Astoria Greengrass","5e824b600008f0b1a79388c_Klassentreffen-in-Hogwarts"
"5538","Draco Malfoy","5e824b600008f0b1a79388c_Klassentreffen-in-Hogwarts"
"5539","Ginevra Molly ""Ginny"" Weasley","5e824b600008f0b1a79388c_Klassentreffen-in-Hogwarts"
"5540","Harry Potter","5e824b600008f0b1a79388c_Klassentreffen-in-Hogwarts"
"5541","Hermine Granger","5e824b600008f0b1a79388c_Klassentreffen-in-Hogwarts"
"5542","Ronald ""Ron"" Weasley","5e824b600008f0b1a79388c_Klassentreffen-in-Hogwarts"
"5543","Draco Malfoy","5e8315060009971518ef5d92_live-a-lie"
"5544","Ginevra Molly ""Ginny"" Weasley","5e8315060009971518ef5d92_live-a-lie"
"5545","Hermine Granger","5e8315060009971518ef5d92_live-a-lie"
"5546","Lord Voldemort / Tom Vorlost Riddle","5e8315060009971518ef5d92_live-a-lie"
"5547","Pansy Parkinson","5e8315060009971518ef5d92_live-a-lie"
"5548","Rabastan Lestrange","5e8315060009971518ef5d92_live-a-lie"
"5549","Hermine Granger","5e8321d9000bcf8feca4292_Was-waere-wenn-Eine-Snamione-Fanfiction"
"5550","Severus Snape","5e8321d9000bcf8feca4292_Was-waere-wenn-Eine-Snamione-Fanfiction"
"5551","Viktor Krum","5e8321d9000bcf8feca4292_Was-waere-wenn-Eine-Snamione-Fanfiction"
"5552","OC (Own Character)","5e8350400007756c161724aa_Let-it-go"
"5553","Severus Snape","5e8350400007756c161724aa_Let-it-go"
"5554","Hermine Granger","5e8373e1000848f571bcdfe_Krummbeins-Geschichte"
"5555","James ""Krone"" Potter","5e8373e1000848f571bcdfe_Krummbeins-Geschichte"
"5556","Lily Potter","5e8373e1000848f571bcdfe_Krummbeins-Geschichte"
"5557","Antonin Dolohow","5e8375030002e78a2db6bdc9_Moral-und-Wahnsinn--In-der-Gegenwart"
"5558","Daphne Greengrass","5e8375030002e78a2db6bdc9_Moral-und-Wahnsinn--In-der-Gegenwart"
"5559","Draco Malfoy","5e8375030002e78a2db6bdc9_Moral-und-Wahnsinn--In-der-Gegenwart"
"5560","Hermine Granger","5e8375030002e78a2db6bdc9_Moral-und-Wahnsinn--In-der-Gegenwart"
"5561","Lord Voldemort / Tom Vorlost Riddle","5e8375030002e78a2db6bdc9_Moral-und-Wahnsinn--In-der-Gegenwart"
"5562","Lucius Malfoy","5e8375030002e78a2db6bdc9_Moral-und-Wahnsinn--In-der-Gegenwart"
"5563","James ""Krone"" Potter","5e837e8c00076d95380ccd40_Die-Gabe-der-zweiten-Generation"
"5564","Lily Potter","5e837e8c00076d95380ccd40_Die-Gabe-der-zweiten-Generation"
"5565","OC (Own Character)","5e837e8c00076d95380ccd40_Die-Gabe-der-zweiten-Generation"
"5566","Peter ""Wurmschwanz"" Pettigrew","5e837e8c00076d95380ccd40_Die-Gabe-der-zweiten-Generation"
"5567","Remus ""Moony"" Lupin","5e837e8c00076d95380ccd40_Die-Gabe-der-zweiten-Generation"
"5568","Sirius ""Tatze"" Black","5e837e8c00076d95380ccd40_Die-Gabe-der-zweiten-Generation"
"5569","Ginevra Molly ""Ginny"" Weasley","5e83c7b80001fa391905af7b_Time-of-my-life"
"5570","Harry Potter","5e83c7b80001fa391905af7b_Time-of-my-life"
"5571","Ronald ""Ron"" Weasley","5e83c7b80001fa391905af7b_Time-of-my-life"
"5572","Gellert Grindelwald","5e84780d000573a2271481da_Make-Witchcraft-Great-Again"
"5573","Harry Potter","5e84780d000573a2271481da_Make-Witchcraft-Great-Again"
"5574","OC (Own Character)","5e84780d000573a2271481da_Make-Witchcraft-Great-Again"
"5575","Remus ""Moony"" Lupin","5e84780d000573a2271481da_Make-Witchcraft-Great-Again"
"5576","Severus Snape","5e84780d000573a2271481da_Make-Witchcraft-Great-Again"
"5577","Sirius ""Tatze"" Black","5e84780d000573a2271481da_Make-Witchcraft-Great-Again"
"5578","James ""Krone"" Potter","5e8485dd0000fc452e038768_My-Ordinary-Madness"
"5579","Lily Potter","5e8485dd0000fc452e038768_My-Ordinary-Madness"
"5580","Lord Voldemort / Tom Vorlost Riddle","5e8485dd0000fc452e038768_My-Ordinary-Madness"
"5581","OC (Own Character)","5e8485dd0000fc452e038768_My-Ordinary-Madness"
"5582","Remus ""Moony"" Lupin","5e8485dd0000fc452e038768_My-Ordinary-Madness"
"5583","Sirius ""Tatze"" Black","5e8485dd0000fc452e038768_My-Ordinary-Madness"
"5584","Daphne Greengrass","5e8492a5000b083d2651cc30_Zur-Naschkatze"
"5585","Horace Slughorn","5e8492a5000b083d2651cc30_Zur-Naschkatze"
"5586","Millicent Bulstrode","5e8492a5000b083d2651cc30_Zur-Naschkatze"
"5587","Minerva McGonagall","5e8492a5000b083d2651cc30_Zur-Naschkatze"
"5588","OC (Own Character)","5e8492a5000b083d2651cc30_Zur-Naschkatze"
"5589","Rubeus Hagrid","5e8492a5000b083d2651cc30_Zur-Naschkatze"
"5590","Albus Dumbledore","5e849f720006318c117f4771_Richtig-oder-falsch-und-wer-luegt-und"
"5591","Lord Voldemort / Tom Vorlost Riddle","5e849f720006318c117f4771_Richtig-oder-falsch-und-wer-luegt-und"
"5592","OC (Own Character)","5e849f720006318c117f4771_Richtig-oder-falsch-und-wer-luegt-und"
"5593","Sirius ""Tatze"" Black","5e84ac63000bd0a624ed1f36_Zigarettensommer"
"5594","Walburga Black","5e84ac63000bd0a624ed1f36_Zigarettensommer"
"5595","Hermine Granger","5e84c52a0001ae6131b26d76_und-traeum-was-Suesses"
"5596","Severus Snape","5e84c52a0001ae6131b26d76_und-traeum-was-Suesses"
"5597","Bellatrix Lestrange","5e84cd52000a17853aa3e533_Die-letzte-erste-Woche"
"5598","James ""Krone"" Potter","5e84cd52000a17853aa3e533_Die-letzte-erste-Woche"
"5599","Orion Black","5e84cd52000a17853aa3e533_Die-letzte-erste-Woche"
"5600","Sirius ""Tatze"" Black","5e84cd52000a17853aa3e533_Die-letzte-erste-Woche"
"5601","Walburga Black","5e84cd52000a17853aa3e533_Die-letzte-erste-Woche"
"5602","Fred Weasley","5e84dc020003906a2edb669b_Viele-Morgende-Wettbewerb"
"5603","George Weasley","5e84dc020003906a2edb669b_Viele-Morgende-Wettbewerb"
"5604","Hermine Granger","5e84dc020003906a2edb669b_Viele-Morgende-Wettbewerb"
"5605","Fred Weasley","5e84e421000bc776260ba191_Aprilscherze"
"5606","George Weasley","5e84e421000bc776260ba191_Aprilscherze"
"5607",NA,"5e8516e70002f2cf29f6e2ff_Die-Gerichtsverhandlung"
"5608","OC (Own Character)","5e85d72b000b7d80222db9ac_Ein-verstecktes-Leben"
"5609","Ginevra Molly ""Ginny"" Weasley","5e85e071000bd1d51e12e7c4_War-in-Hogwarts"
"5610","Luna Lovegood","5e85e071000bd1d51e12e7c4_War-in-Hogwarts"
"5611","Neville Longbottom","5e85e071000bd1d51e12e7c4_War-in-Hogwarts"
"5612","Seamus Finnigan","5e85e071000bd1d51e12e7c4_War-in-Hogwarts"
"5613","Draco Malfoy","5e85e4f500014b25f226fd0_Sei-Mein"
"5614","Harry Potter","5e85e4f500014b25f226fd0_Sei-Mein"
"5615","Draco Malfoy","5e8622de000bd21417cd706f_Wer-bist-du-eigentlich"
"5616","Hermine Granger","5e8622de000bd21417cd706f_Wer-bist-du-eigentlich"
"5617","OC (Own Character)","5e8622de000bd21417cd706f_Wer-bist-du-eigentlich"
"5618","Scorpius Malfoy","5e8622de000bd21417cd706f_Wer-bist-du-eigentlich"
"5619","Draco Malfoy","5e86234f0005acf9d364b68_Unter-anderen-Umstaenden"
"5620","Harry Potter","5e86234f0005acf9d364b68_Unter-anderen-Umstaenden"
"5621","Daphne Greengrass","5e864d6f000797e61579cb0e_Agenten-des-Krieges---der-Anfang"
"5622","Harry Potter","5e864d6f000797e61579cb0e_Agenten-des-Krieges---der-Anfang"
"5623","OC (Own Character)","5e86546e00054de8394dfebd_Heisse-Schokolade"
"5624","Remus ""Moony"" Lupin","5e86546e00054de8394dfebd_Heisse-Schokolade"
"5625","Severus Snape","5e86546e00054de8394dfebd_Heisse-Schokolade"
"5626","Sirius ""Tatze"" Black","5e86546e00054de8394dfebd_Heisse-Schokolade"
"5627","Blaise Zabini","5e8687b20007d6e98e200d8_Nach-dem-Todesser"
"5628","Draco Malfoy","5e8687b20007d6e98e200d8_Nach-dem-Todesser"
"5629","Fred Weasley","5e8687b20007d6e98e200d8_Nach-dem-Todesser"
"5630","OC (Own Character)","5e8687b20007d6e98e200d8_Nach-dem-Todesser"
"5631","Severus Snape","5e86dd57000bb5828791cf9_Snape-hat-Geburtstag"
"5632","Hermine Granger","5e86fdd7000bd2a734f2ec1a_Wieso-ich"
"5633","Severus Snape","5e86fdd7000bd2a734f2ec1a_Wieso-ich"
"5634","Albus Dumbledore","5e8726e400089fe41d308452_SERENDIPIA--die-Geschichte-von-June-Moreno"
"5635","OC (Own Character)","5e8726e400089fe41d308452_SERENDIPIA--die-Geschichte-von-June-Moreno"
"5636","Severus Snape","5e8726e400089fe41d308452_SERENDIPIA--die-Geschichte-von-June-Moreno"
"5637","Draco Malfoy","5e8735ef000bd2f52e261e21_Dramione--Auf-einmal-war-es-Liebe"
"5638","Ginevra Molly ""Ginny"" Weasley","5e8735ef000bd2f52e261e21_Dramione--Auf-einmal-war-es-Liebe"
"5639","Harry Potter","5e8735ef000bd2f52e261e21_Dramione--Auf-einmal-war-es-Liebe"
"5640","Hermine Granger","5e8735ef000bd2f52e261e21_Dramione--Auf-einmal-war-es-Liebe"
"5641","Ronald ""Ron"" Weasley","5e8735ef000bd2f52e261e21_Dramione--Auf-einmal-war-es-Liebe"
"5642","Scorpius Malfoy","5e8735ef000bd2f52e261e21_Dramione--Auf-einmal-war-es-Liebe"
"5643","Blaise Zabini","5e8738880005acf9605646f_Ein-Grund-weshalb-Draco-und-Harry-nicht"
"5644","Draco Malfoy","5e8738880005acf9605646f_Ein-Grund-weshalb-Draco-und-Harry-nicht"
"5645","Harry Potter","5e8738880005acf9605646f_Ein-Grund-weshalb-Draco-und-Harry-nicht"
"5646","Hermine Granger","5e8738880005acf9605646f_Ein-Grund-weshalb-Draco-und-Harry-nicht"
"5647","Ronald ""Ron"" Weasley","5e8738880005acf9605646f_Ein-Grund-weshalb-Draco-und-Harry-nicht"
"5648","James ""Krone"" Potter","5e874a6700018ae7236119b0_Moony-Nights"
"5649","Lily Potter","5e874a6700018ae7236119b0_Moony-Nights"
"5650","Peter ""Wurmschwanz"" Pettigrew","5e874a6700018ae7236119b0_Moony-Nights"
"5651","Poppy Pomfrey","5e874a6700018ae7236119b0_Moony-Nights"
"5652","Remus ""Moony"" Lupin","5e874a6700018ae7236119b0_Moony-Nights"
"5653","Sirius ""Tatze"" Black","5e874a6700018ae7236119b0_Moony-Nights"
"5654","Harry Potter","5e8773e80008f0b1316d8bcc_Harry-Potter---Sohn-von-Dracula"
"5655","Blaise Zabini","5e87aafc0005acf93b55dd18_Halloween-und-beruechtigte-Partys"
"5656","Draco Malfoy","5e87aafc0005acf93b55dd18_Halloween-und-beruechtigte-Partys"
"5657","Harry Potter","5e87aafc0005acf93b55dd18_Halloween-und-beruechtigte-Partys"
"5658","Hermine Granger","5e87aafc0005acf93b55dd18_Halloween-und-beruechtigte-Partys"
"5659","Ronald ""Ron"" Weasley","5e87aafc0005acf93b55dd18_Halloween-und-beruechtigte-Partys"
"5660","Regulus Arcturus Black","5e87b36800014a2ae002640_Nicht-so-leicht"
"5661","Severus Snape","5e87b36800014a2ae002640_Nicht-so-leicht"
"5662","Draco Malfoy","5e87baa300072cd7a61a823_Nachtgefluester"
"5663","Hermine Granger","5e87baa300072cd7a61a823_Nachtgefluester"
"5664","Draco Malfoy","5e87ccb7000bd38814351220_Die-neue"
"5665","Pansy Parkinson","5e87ccb7000bd38814351220_Die-neue"
"5666","James ""Krone"" Potter","5e887c14000bcae81a8d343e_Wolfstar-Oneshots-Tag-und-Nacht"
"5667","Peter ""Wurmschwanz"" Pettigrew","5e887c14000bcae81a8d343e_Wolfstar-Oneshots-Tag-und-Nacht"
"5668","Remus ""Moony"" Lupin","5e887c14000bcae81a8d343e_Wolfstar-Oneshots-Tag-und-Nacht"
"5669","Sirius ""Tatze"" Black","5e887c14000bcae81a8d343e_Wolfstar-Oneshots-Tag-und-Nacht"
"5670","Ginevra Molly ""Ginny"" Weasley","5e887ebc000b6d9613ee0a51_Riskante-Euphorie"
"5671","Harry Potter","5e887ebc000b6d9613ee0a51_Riskante-Euphorie"
"5672","Hermine Granger","5e887ebc000b6d9613ee0a51_Riskante-Euphorie"
"5673","Lavender Brown","5e887ebc000b6d9613ee0a51_Riskante-Euphorie"
"5674","Percy Weasley","5e887ebc000b6d9613ee0a51_Riskante-Euphorie"
"5675","Ronald ""Ron"" Weasley","5e887ebc000b6d9613ee0a51_Riskante-Euphorie"
"5676","Draco Malfoy","5e88996c000a573f39bc0ff9_Eine-Unerwartete-Liebe"
"5677","Hermine Granger","5e88996c000a573f39bc0ff9_Eine-Unerwartete-Liebe"
"5678","Draco Malfoy","5e889fc8000bd30727213296_Aufmerksamkeit"
"5679","Harry Potter","5e889fc8000bd30727213296_Aufmerksamkeit"
"5680","Draco Malfoy","5e88a9ac000b56a3619fa5e_Mottoparty"
"5681","Hermine Granger","5e88a9ac000b56a3619fa5e_Mottoparty"
"5682","Draco Malfoy","5e88a9d300044a9731ebcb2b_A-nice-place-to-visit"
"5683","Harry Potter","5e88a9d300044a9731ebcb2b_A-nice-place-to-visit"
"5684","OC (Own Character)","5e88a9d300044a9731ebcb2b_A-nice-place-to-visit"
"5685","Draco Malfoy","5e88ac19000bd400154b4bc0_Ploetzlich-Erbe"
"5686","Godric Gryffindor","5e88ac19000bd400154b4bc0_Ploetzlich-Erbe"
"5687","Harry Potter","5e88ac19000bd400154b4bc0_Ploetzlich-Erbe"
"5688","Lord Voldemort / Tom Vorlost Riddle","5e88ac19000bd400154b4bc0_Ploetzlich-Erbe"
"5689","Salazar Slytherin","5e88ac19000bd400154b4bc0_Ploetzlich-Erbe"
"5690","Severus Snape","5e88ac19000bd400154b4bc0_Ploetzlich-Erbe"
"5691","Albus Severus Potter","5e88b5ba0000872f1ae4a7cf_Das-boese-Wort-mit-T"
"5692","Fred Weasley jr.","5e88b5ba0000872f1ae4a7cf_Das-boese-Wort-mit-T"
"5693","James Sirius Potter","5e88b5ba0000872f1ae4a7cf_Das-boese-Wort-mit-T"
"5694","OC (Own Character)","5e88b5ba0000872f1ae4a7cf_Das-boese-Wort-mit-T"
"5695","Scorpius Malfoy","5e88b5ba0000872f1ae4a7cf_Das-boese-Wort-mit-T"
"5696","Albus Dumbledore","5e89039f000489bf371ebd16_Walpurgisnacht"
"5697","Ginevra Molly ""Ginny"" Weasley","5e89039f000489bf371ebd16_Walpurgisnacht"
"5698","Harry Potter","5e89039f000489bf371ebd16_Walpurgisnacht"
"5699","Hermine Granger","5e89039f000489bf371ebd16_Walpurgisnacht"
"5700","Severus Snape","5e89039f000489bf371ebd16_Walpurgisnacht"
"5701","Blaise Zabini","5e89c31f000062bd21e6eb6e_Geschichten-aus-dem-Blumenbeet"
"5702","Draco Malfoy","5e89c31f000062bd21e6eb6e_Geschichten-aus-dem-Blumenbeet"
"5703","Harry Potter","5e89c31f000062bd21e6eb6e_Geschichten-aus-dem-Blumenbeet"
"5704","James ""Krone"" Potter","5e89c31f000062bd21e6eb6e_Geschichten-aus-dem-Blumenbeet"
"5705","Lily Potter","5e89c31f000062bd21e6eb6e_Geschichten-aus-dem-Blumenbeet"
"5706","Severus Snape","5e89c31f000062bd21e6eb6e_Geschichten-aus-dem-Blumenbeet"
"5707","Draco Malfoy","5e89e53f0008bb3b1de65269_Auf-den-2-Blick"
"5708","Ginevra Molly ""Ginny"" Weasley","5e89e53f0008bb3b1de65269_Auf-den-2-Blick"
"5709","Harry Potter","5e89e53f0008bb3b1de65269_Auf-den-2-Blick"
"5710","Hermine Granger","5e89e53f0008bb3b1de65269_Auf-den-2-Blick"
"5711","Minerva McGonagall","5e89e53f0008bb3b1de65269_Auf-den-2-Blick"
"5712","Ronald ""Ron"" Weasley","5e89e53f0008bb3b1de65269_Auf-den-2-Blick"
"5713","Harry Potter","5e8a0781000573a211c71fde_Love-is-a-devil"
"5714","Kingsley Shacklebolt","5e8a0781000573a211c71fde_Love-is-a-devil"
"5715","Nymphadora Tonks","5e8a0781000573a211c71fde_Love-is-a-devil"
"5716","OC (Own Character)","5e8a0781000573a211c71fde_Love-is-a-devil"
"5717","Petunia Dursley","5e8a0781000573a211c71fde_Love-is-a-devil"
"5718","Severus Snape","5e8a0781000573a211c71fde_Love-is-a-devil"
"5719","Draco Malfoy","5e8a08cb000bcebd239e3c17_Hochzeitstrubel"
"5720","Hermine Granger","5e8a08cb000bcebd239e3c17_Hochzeitstrubel"
"5721","OC (Own Character)","5e8a08cb000bcebd239e3c17_Hochzeitstrubel"
"5722","Scorpius Malfoy","5e8a08cb000bcebd239e3c17_Hochzeitstrubel"
"5723","Draco Malfoy","5e8a0b26000bd17ef33eee8_Kleine-OneShots"
"5724","Hermine Granger","5e8a0b26000bd17ef33eee8_Kleine-OneShots"
"5725","Minerva McGonagall","5e8a0b26000bd17ef33eee8_Kleine-OneShots"
"5726","Rolanda Hooch","5e8a0b26000bd17ef33eee8_Kleine-OneShots"
"5727","Ronald ""Ron"" Weasley","5e8a0b26000bd17ef33eee8_Kleine-OneShots"
"5728","Severus Snape","5e8a0b26000bd17ef33eee8_Kleine-OneShots"
"5729","Fred Weasley","5e8a13bb0008d7252bf4d1dc_Orientierung"
"5730","Harry Potter","5e8a13bb0008d7252bf4d1dc_Orientierung"
"5731","Harry Potter","5e8a179e0001e98e1b7b8cdd_Der-Hund-und-die-Woelfin"
"5732","James ""Krone"" Potter","5e8a179e0001e98e1b7b8cdd_Der-Hund-und-die-Woelfin"
"5733","Sirius ""Tatze"" Black","5e8a179e0001e98e1b7b8cdd_Der-Hund-und-die-Woelfin"
"5734","Hermine Granger","5e8a24cf000a784230089990_Der-Duft-der-Frau"
"5735","Severus Snape","5e8a24cf000a784230089990_Der-Duft-der-Frau"
"5736","Draco Malfoy","5e8a2882000bcab22b40db6c_Winterzauber-ein-Weihnachtsmaerchen-in-Hogwarts-Fortsetzung"
"5737","Hermine Granger","5e8a2882000bcab22b40db6c_Winterzauber-ein-Weihnachtsmaerchen-in-Hogwarts-Fortsetzung"
"5738","Draco Malfoy","5e8a3917000b222335779516_never-too-late"
"5739","Harry Potter","5e8a3917000b222335779516_never-too-late"
"5740","Hermine Granger","5e8a3917000b222335779516_never-too-late"
"5741","Pansy Parkinson","5e8a3917000b222335779516_never-too-late"
"5742","Ronald ""Ron"" Weasley","5e8a3917000b222335779516_never-too-late"
"5743","Albus Dumbledore","5e8af85e00057576edcff12_Bereute-Ikarus-seinen-Flug-zur-Sonne"
"5744","Gellert Grindelwald","5e8af85e00057576edcff12_Bereute-Ikarus-seinen-Flug-zur-Sonne"
"5745","Draco Malfoy","5e8b209500042786b663744_Coeur-Capture"
"5746","Harry Potter","5e8b209500042786b663744_Coeur-Capture"
"5747","Draco Malfoy","5e8b4a83000ac1e1db7bdca_We-stay-until-the-clouds-turn-purple"
"5748","Hermine Granger","5e8b4a83000ac1e1db7bdca_We-stay-until-the-clouds-turn-purple"
"5749","Draco Malfoy","5e8b61ba00023c85284ae6e9_Make-You-Feel-My-Love"
"5750","Hermine Granger","5e8b61ba00023c85284ae6e9_Make-You-Feel-My-Love"
"5751","Severus Snape","5e8b61ba00023c85284ae6e9_Make-You-Feel-My-Love"
"5752","Albus Dumbledore","5e8b645a0001aced1e2cc2b4_Alles-aendert-sich-Teil-2"
"5753","Harry Potter","5e8b645a0001aced1e2cc2b4_Alles-aendert-sich-Teil-2"
"5754","Minerva McGonagall","5e8b645a0001aced1e2cc2b4_Alles-aendert-sich-Teil-2"
"5755","Albus Dumbledore","5e8b66ce0001fedc1070faa8_Die-Liebe-der-Schlange"
"5756","Blaise Zabini","5e8b66ce0001fedc1070faa8_Die-Liebe-der-Schlange"
"5757","Draco Malfoy","5e8b66ce0001fedc1070faa8_Die-Liebe-der-Schlange"
"5758","Hermine Granger","5e8b66ce0001fedc1070faa8_Die-Liebe-der-Schlange"
"5759","Ronald ""Ron"" Weasley","5e8b66ce0001fedc1070faa8_Die-Liebe-der-Schlange"
"5760","Severus Snape","5e8b66ce0001fedc1070faa8_Die-Liebe-der-Schlange"
"5761","Albus Dumbledore","5e8b8c0c0008cf7539bbf29e_Zeiten-aendern-ihn-und-mich"
"5762","Hermine Granger","5e8b8c0c0008cf7539bbf29e_Zeiten-aendern-ihn-und-mich"
"5763","Lord Voldemort / Tom Vorlost Riddle","5e8b8c0c0008cf7539bbf29e_Zeiten-aendern-ihn-und-mich"
"5764","Harry Potter","5e8b8cfb000bd64334f50b1a_Schwarze-Glut"
"5765","Harry Potter","5e8c8d66000454ac3ac6f9bd_Harry-Potter-und-der-unsichtbare-Feind"
"5766","Hermine Granger","5e8c8d66000454ac3ac6f9bd_Harry-Potter-und-der-unsichtbare-Feind"
"5767","Ronald ""Ron"" Weasley","5e8c8d66000454ac3ac6f9bd_Harry-Potter-und-der-unsichtbare-Feind"
"5768","Hermine Granger","5e8ca9780000e29f3a9a392d_15-Die-Freuden-eines-Vaters"
"5769","Severus Snape","5e8ca9780000e29f3a9a392d_15-Die-Freuden-eines-Vaters"
"5770",NA,"5e8caaa7000bb360905ab16_Wie-Voldemort-dem-Osterhasen-die-Eier-stahl"
"5771","OC (Own Character)","5e8cae9b0001629923ef995f_MS-Ting-Geistersex-und-Dinge-ueber-die"
"5772","Albus Dumbledore","5e8cdac600039dd125b00dd8_A-Better-Life"
"5773","Gellert Grindelwald","5e8cdac600039dd125b00dd8_A-Better-Life"
"5774","Draco Malfoy","5e8ce224000b83562563ab4d_Das-Synonym-fuer-Liebe-Dramione-FF"
"5775","Hermine Granger","5e8ce224000b83562563ab4d_Das-Synonym-fuer-Liebe-Dramione-FF"
"5776","Albus Dumbledore","5e8d0b92000323cc35c3d34a_Gedankenspiele"
"5777","Lord Voldemort / Tom Vorlost Riddle","5e8d0b92000323cc35c3d34a_Gedankenspiele"
"5778","OC (Own Character)","5e8d0b92000323cc35c3d34a_Gedankenspiele"
"5779","Severus Snape","5e8d0b92000323cc35c3d34a_Gedankenspiele"
"5780","Albus Dumbledore","5e8d95e5000b443131f7e1f4_You-Complete-Me-nbsp-nbsp-An-Easter"
"5781","Fred Weasley","5e8d95e5000b443131f7e1f4_You-Complete-Me-nbsp-nbsp-An-Easter"
"5782","George Weasley","5e8d95e5000b443131f7e1f4_You-Complete-Me-nbsp-nbsp-An-Easter"
"5783","Harry Potter","5e8d95e5000b443131f7e1f4_You-Complete-Me-nbsp-nbsp-An-Easter"
"5784","Ronald ""Ron"" Weasley","5e8d95e5000b443131f7e1f4_You-Complete-Me-nbsp-nbsp-An-Easter"
"5785",NA,"5e8d9c2e000aed5bb83611e_Ein-neueer-Snape--REMASTERED"
"5786","Draco Malfoy","5e8dcb5500014b2526c3a117_Ich-gehoere-zu-Dir"
"5787","Harry Potter","5e8dcb5500014b2526c3a117_Ich-gehoere-zu-Dir"
"5788","Charlie Weasley","5e8df4de00099cdf3965a005_Thirty-Things-I-Have-To-Do"
"5789","Oliver Wood","5e8df4de00099cdf3965a005_Thirty-Things-I-Have-To-Do"
"5790",NA,"5e8e18f6000bd79f30050e0b_Drarry-FF-the-golden-boy-has-problems"
"5791","Draco Malfoy","5e8e2d120001d3542518ca7b_Can-I-call-you-tonight"
"5792","Harry Potter","5e8e2d120001d3542518ca7b_Can-I-call-you-tonight"
"5793","Argus Filch","5e8e36900009f15d127a78cf_-WDUR-Tag-134-oder-was-die"
"5794","Draco Malfoy","5e8e36900009f15d127a78cf_-WDUR-Tag-134-oder-was-die"
"5795","Hermine Granger","5e8e36900009f15d127a78cf_-WDUR-Tag-134-oder-was-die"
"5796","Ronald ""Ron"" Weasley","5e8e36900009f15d127a78cf_-WDUR-Tag-134-oder-was-die"
"5797","Severus Snape","5e8e36900009f15d127a78cf_-WDUR-Tag-134-oder-was-die"
"5798","Eileen Prince","5e8e394f000bd0912fdaa0a1_Severus-und-Lily--I-will-ALWAYS"
"5799","Hermine Granger","5e8e394f000bd0912fdaa0a1_Severus-und-Lily--I-will-ALWAYS"
"5800","James ""Krone"" Potter","5e8e394f000bd0912fdaa0a1_Severus-und-Lily--I-will-ALWAYS"
"5801","Lily Potter","5e8e394f000bd0912fdaa0a1_Severus-und-Lily--I-will-ALWAYS"
"5802","Severus Snape","5e8e394f000bd0912fdaa0a1_Severus-und-Lily--I-will-ALWAYS"
"5803","Tobias Snape","5e8e394f000bd0912fdaa0a1_Severus-und-Lily--I-will-ALWAYS"
"5804","Charlie Weasley","5e8e58830000b5d5383f28a6_Hero-Worship"
"5805","Newt Scamander","5e8e58830000b5d5383f28a6_Hero-Worship"
"5806","Hermine Granger","5e8e5e0d000602161a1aab74_Dear-beloved-sister"
"5807","Lucius Malfoy","5e8e5e0d000602161a1aab74_Dear-beloved-sister"
